Id;Title;Url;DatasetId;Id;Identifier;Title;Description;Modified;ReleaseDate;ModificationDate;Language;TemporalCoverage;Authority;Catalog;Publisher;ContactPoint;Version;VersionNotes;VersionReason;Frequency;Status;ObservationCount;ObservationsModified;DatasetType;GraphTypes;DatasetIdentifier;DataProviderId;DataProviderId;License;Source;Summary;LongDescription
0;"Bbp, productie en bestedingen; kwartalen, mutaties, nationale rekeningen";https://opendata.cbs.nl/Statline/#/CBS/nl/dataset/85880NED;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;de revisie 2021 van de nationale rekeningen;https://www.cbs.nl/nl-nl/longread/diversen/2024/revisiepublicatie-nationale-rekeningen-verslagjaar-2021;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;de update Statlinetabellen van de nationale rekeningen na revisie 2021;https://www.cbs.nl/nl-nl/economie/macro-economie/update-statline-na-revisie-macro-economische-cijfers;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;het publicatie- en revisiebeleid en de bijstellingen van de nationale rekeningen;https://www.cbs.nl/nl-nl/economie/macro-economie/bijstellingen-nationale-rekeningen-algemeen-overzicht;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;Macro-economie;https://www.cbs.nl/nl-nl/economie/macro-economie;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
